,text,label
8418,"Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",1
8419,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,0
8420,Says Tom Cotton voted to turn Medicare into a voucher system.,1
8421,The significant drop in Floridas unemployment rate is a good economic sign.,0
8422,"Federal spending is all discretionary, other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid.",1
8423,"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.",1
8424,Says crime is rising in Manchester and has gone up 19 percent under Mayor Ted Gatsas.,1
8425,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",1
8426,"John McCain ""took on the drug industry.""",1
8427,War for the soul of the TxDems: 57% of Dem incumbents for Tx House LOST their primary.,0
8428,Says Mitt Romney flip-flopped on abortion.,1
8429,On recusing herself from cases after receiving a campaign contribution,1
8430,"Almost 88,000 United States service members are still missing and unaccounted for, dating back to World War II.",1
8431,"Says judges are using Shariah law in Dearborn, Mich.",0
8432,"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.""",0
8433,Georgia has the fifth-highest number of uninsured people of any state in the union.,1
8434,"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.""",1
8435,"Two weeks ago, a man entered the worlds busiest airport in Atlanta, Georgia, carrying a loaded AR-15 automatic weapon with an extended-capacity, 100-round magazine.",1
8436,"Of six Rhode Island tax-credit programs worth about $35 million, three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.",1
8437,Two years ago we had the largest structural deficit ever in Wisconsin.,0
8438,"A study by the University of Virginia pulls back the curtain on Medicaids tragically bad outcomes, including increased risk of adjusted mortality.",1
8439,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,0
8440,Says the New York Times can write a story that they know is false yet they cant basically be sued.,0
8441,More Texans have new jobs today than the entire population of Fort Worth.,1
8442,Says Oregon recyclers cant recycle plastic bags,1
8443,Says Mark Warner has supported restrictions on veterans second amendment rights.,1
8444,Says U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas.,0
8445,His biography says he was the top ROTC officer in the nation.,1
8446,Says he could be the first president in modern history to be outspent.,0
8447,The IRS doesnt have to prove something against you ... youve got the burden of proof.,1
8448,Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year.,0
8449,"From 2014 to 2015, Austins murder rate is up a whopping 83 percent.",0
8450,It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.,1
8451,"Hillary Clinton was against setting a deadline for withdrawal, but now she wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",1
8452,"In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.",1
8453,"In this bill that Ive just signed, we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care.",1
8454,"The United States is ""seeing greater income inequality now than any time since the 1920s.""",1
8455,"My 7-step plan creates 700,000 jobs in 7 years.",1
8456,(U.S. Rep. Jack Kingston) voted to fund (Obamacare).,0
8457,The United States Senate Democrats and Republicans (voted) to keep our government open.,0
8458,"In Ferguson, Mo.,youve got threeblack officers and 50 white officers with a town that is 67 percent African-American.",1
8459,The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.,1
8460,Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.,1
8461,Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch.,1
8462,"More than 50 percent of immigrants from (El Salvador, Guatemala and Honduras) use at least one major welfare program once they get here.",1
8463,In the Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.,1
8464,"Amniocentesis, does, in fact, result more often than not in this country in abortion.",0
8465,The government is going to tell Americans they need to replace functioning stoves in their homes with government-certified stoves and use taxpayer dollars to do so.,1
8466,"""Mr. Warren compared same-sex couples to incest.""",0
8467,Says Ted Cruzswife Heidi will be the very first pro-life first lady.,1
8468,Says we got a chance to pass what I think is Oregons first human trafficking bill which has increased by 66 percent the calls to the human trafficking hotline.,0
8469,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",0
8470,"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",1
8471,Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,1
8472,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,1
8473,"John Boehner has called for repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.",0
8474,Two-thirds of the federal budget is permanent law ... its permanently appropriated.,1
8475,States with the most gun laws tend to have the fewest gun deaths.,1
8476,Says Obama broke his promise to help homeowners facing foreclosure.,1
8477,"Most women, including 98 percent of Catholic women, have used contraception.",1
8478,The average age of first marijuana use is 12.,0
8479,The United States is 65th out of 142 nations and other territories on equal pay.,1
8480,Ive never supported a payroll tax.,0
8481,"Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.",1
8482,"""Obama never held a single Senate hearing on Afghanistan.""",1
8483,On serving out his gubernatorial term,0
8484,"""More people in this country have seen UFOs than I think approve of George Bush's presidency.""",0
8485,President Obama is a Muslim.,0
8486,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",0
8487,"You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.",1
8488,The Supreme Court said the individual mandate is a tax. So its a tax.,1
8489,More than 43 percent of all food stamps are given to illegals.,0
8490,"The United States ranks second worst in income inequality across developed countries, after taxes and transfers.",1
8491,Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors,1
8492,Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,1
8493,Says Ohio Treasurer Josh Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.,0
8494,The studies have shown us that [drug testing for welfare recipients] will be saving us money,0
8495,Says Mitt Romney has said different things about whether global warming is caused by humans,1
8496,"@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.",1
8497,This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.,0
8498,Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.,1
8499,"""Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.""",0
8500,The deal to raise the federal debt limit created the largest debt ceiling increase in Americas history.,1
8501,Obamacare (hit) Americans with over $500 billion in new taxes.,1
8502,"Georgia has ""a dropout rate thats higher"" than Alabama's.",1
8503,Says Obama flip-flopped on warrantless wiretapping.,1
8504,A company with 20 employees could go out of business because of health care law requirements to buy insurance.,0
8505,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",1
8506,"3,000 teachers lost their jobs when (Crist) was governor.",0
8507,"""Barack Obama hasn't passed any (bills).""",0
8508,Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.,1
8509,60 percent of people on food assistance are working.,1
8510,On switching parties.,0
8511,Says Gov. Pat McCrory tried to cut education funding to its lowest budget share in over 30 years.,1
8512,Says Mitt Romney flip-flopped on gun control.,1
8513,Says Texas school districts are the fifth largest employers in the world.,0
8514,"Says Rick Scott cut education by over a billion dollars, meaning thousands of teachers lost their jobs and class sizes went up.",0
8515,"""Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.""",1
8516,Protesters attacked the groups headquarters with graffiti on the sidewalk and stenciled images smeared on the building and statue.,0
8517,"Says Paul Ryan voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasnt paid for.",1
8518,Women fill two-thirds of minimum wage jobs.,1
8519,Amendment 4 will reduce Floridas economic output by $34 billion annually.,0
8520,Its the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasnt a court order.,1
8521,We lost more jobs in this great recession than the last four recessions combined.,1
8522,Its just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.,0
8523,Mequon and Milwaukee have the highest disparity of income in the country.,0
8524,Says Barack Obama robbed Medicare (of) $716 billion to pay for ... Obamacare.,0
8525,The largest low-wage employer is not McDonalds or Walmart but the U.S. government.,0
8526,"Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.",0
8527,Budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs.,1
8528,Florida ranks first in the nation for access to free prekindergarten.,1
8529,"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",1
8530,"""When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.""",1
8531,"You go down to Miami and when its flooding at high tide on a sunny day, fish are swimming through the middle of the streets.",1
8532,Republican plan to extend Bush tax cuts would double deficit projections going forward for the next couple of decades.,1
8533,"""In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the"" world.",0
8534,"In Florida, Sen. Bill Nelson ... got a $25 billion to $30 billion carve-out for Medicare Advantage patients in their state.",0
8535,Says taxpayer resources are being used to facilitate private political agendas through automatic payroll deduction of union dues.,0
8536,"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""",0
8537,"Rob Portman has taken more than $125,000 from Big Oil.",1
8538,"Chicago Public Schools lead the country in high school graduation of an urban school system, match the United States of America in kids graduating high school going on to a four-year college, and are producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.",1
8539,The states that are doing better are the ones that have no state income tax.,1
8540,"The Legislature passed Gov. Walkers so-called property tax relief bill, but the Republicans are still raising your property taxes.",1
8541,Says 50 percent of millennials dont associate with any political party.,1
8542,Says Ron Johnsons company got government loans and a grant to help expand his business,1
8543,Says the Security Against Foreign Enemies Act of 2015 would not pause the resettlement of Syrian refugees in the United States.,1
8544,"Says Travis County, home to Austin, is the most liberal county in the United States.",0
8545,"Did you know under President Obama family health care premiums have increased $4,154 on the average?",0
8546,Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.,1
8547,Medicaid expansion isnt necessarily a very popular issue on the street.,1
8548,"Obama ""voted against funding our troops.""",1
8549,"""Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law.",1
8550,"In the Paula Jones case, Bill Clinton paid an $850,000 penalty.",1
8551,Says Alex Sink supported higher property taxes.,0
8552,The top 1 percent pay 45 percent of all taxes in the country.,1
8553,Says John Kitzhaber wants a sales tax so people without jobs pay taxes.,0
8554,"If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, were going to reduce CO2 by less than 1 percent.",1
8555,"Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.",1
8556,Says his patents in ultrasound have revolutionized modern medicine.,0
8557,"Says Houston is home to more doctors, more nurses, more researchers than any other place in the world.",0
8558,Every dollar spent in the new Obamacare system ... goes to private-sector insurance companies.,1
8559,Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.,0
8560,"Under Maggie Hassans leadership, we increased state spending in the middle of the great recession by 24 percent leading up to and following it.",1
8561,The first tweet was sent from Austin.,0
8562,Texas has the sixth-highest property taxes in the nation.,1
8563,Says the largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.,1
8564,"Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.",0
8565,"The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.",1
8566,"For every $1 spent on mitigation, $4 in post-storm cleanup and rebuilding is saved.",1
8567,"Our tax code is . . . 80,000 pages.",0
8568,"Blue Cross headquarters has ""a $30,000 granite table.""",0
8569,President Barack Obama is ending Medicare as we know it.,0
8570,We jumped 11 places since beginning this year in terms of being job-friendly.,1
8571,Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.,1
8572,"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",0
8573,"Rigells car dealership made over $400,000 off the Cash for Clunkers bailout.",1
8574,"Says the Obama administration is handing out a pamphlet titled, What To Do When The Veteran In Your Classroom Attempts A Mass Shooting",0
8575,Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.,1
8576,Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.,0
8577,Ive been involved in prosecuting a terrorist member of ISIS.,0
8578,"It costs about $40,000 a year for a homeless person to be on the streets.",1
8579,The amount of interest paid on the federal debt exceeds total tax revenue.,0
8580,I did not say that I would not have them [Muslims] in my Cabinet.,0
8581,The national debt grew an estimated$15 billion last weekend.,1
8582,The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,1
8583,"If I have affordable coverage in my workplace, Im not eligible to go into the marketplace. ... Its illegal.",0
8584,Says Donald Trump has supported a Canadian-style universal health care system.,1
8585,"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.",0
8586,"Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.",0
8587,Says Austin voters can approve seven bond propositions without raising taxes.,1
8588,"US: Change in Income, 2009-13. Top 1%: +31.4%. Bottom 99%: +0.4%.",1
8589,"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.""",1
8590,Says Ann Kirkpatrick votes with her party nearly 90 percent of the time.,1
8591,"""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.""",1
8592,Our companies are moving into Mexico more than almost any other place right now.,1
8593,Allowing all Bush income tax cuts to expire on Dec. 31 will amount to the largest tax increase in the history of America.,0
8594,"Says Hillary Clintons State Department approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.",0
8595,Most Americans live within 50 miles of a nuclear power plant.,1
8596,"In the past four or five presidential elections, people who poll high at the beginning are not the people who end up being the nominees.",0
8597,"Under President Barack Obama, the United States has doubled our exports.",0
8598,"A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.",1
8599,Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market.,0
8600,The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.,0
8601,"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",1
8602,"""Senator Obama has, in fact, never had a serious Republican challenger.""",1
8603,The birther movement was started by Hillary Clinton in 2008. She was all in!,0
8604,The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.,0
8605,"Here in Wisconsin, weve put in previous budgets more money into mental health services than any governor has in the last 25 years.",1
8606,Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.,1
8607,"For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.",1
8608,"In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.",0
8609,The InterLink at T.F. Green Airport is the closest air-rail link in the country.,0
8610,Says Texas proved in court that more than 200 dead people voted in the latest Texas election.,0
8611,Says Sal Esquivel wants a 5 percent state sales tax on groceries.,0
8612,This is not a joke: the president wants to house illegal aliens on our nations military installations.,1
8613,"In the United States alone we lose more than 3,000 people a day to cancer.",0
8614,Regulations are an endemic weakness in government -- so old that Thomas Jefferson listed this problem among his charges against the King of England in the Declaration of Independence.,1
8615,Says Hillary Clinton has called for a radical 550 percent increase in Syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.,1
8616,"Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.",1
8617,"Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",0
8618,An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity.,1
8619,Says over 25 percent of the Texas budget funds services to non-U.S. citizens.,0
8620,Says Hillary Clinton has promised to raise taxes by $1 trillion dollars.,1
8621,People come here to have babies. They come here to drop a child. Its called drop and leave.,1
8622,"According to the state of Florida, you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal-and-carry permit.",0
8623,"The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.",0
8624,The Arab and the Muslim nations get twice as much money as Israel.,1
8625,@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.,1
8626,"If youre one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.",1
8627,Says state Sen. Alberta Darling is allowing mercury to harm our children because she voted against an electronics recycling bill.,0
8628,"The vast, overwhelming majority of [crimes that occur with a firearm] are committed by people who dont legally possess that firearm in the first place.",1
8629,The Colorado caucus system for selecting Republican delegates is rigged.,0
8630,"Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.",1
8631,USA is #1 in gun violence.,1
8632,This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.,1
8633,Every 28 hours an unarmed black person is shot by a cop.,0
8634,"""Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.""",0
8635,Says the Constitution only requires her to tell the census how many people are in our home.,0
8636,You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,0
8637,"From 2010-2014, median household income in Wisconsin has actually gone up 7.4 percent.",0
8638,Georgia lawmaker pushes bill banning creation of glow in the dark human-jellyfish hybrids.,1
8639,This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.,0
8640,"San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.",0
8641,Says up to a quarter of African Americans dont have government photo ID.,1
8642,Says Obamaexempted Congress and their staff from the full effect of the (health care) law.,0
8643,President Obamas uncle and aunt are illegal aliens ... whove been allowed to stay in this country.,1
8644,"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.",1
8645,Abortion services are well over 90 percent of what Planned Parenthood does.,0
8646,North Carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for HB2.,0
8647,"[U]nlike every other major transit system in the nation, MARTA has never received any significant, dedicated funding from the state of Georgia.",0
8648,"""John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.""",1
8649,A federal judge said President Barack Obamas executive action on immigration is unconstitutional.,1
8650,"At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.",1
8651,In other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.,1
8652,"""I want to freeze interest rates for five years.""",1
8653,Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote,0
8654,"The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.",1
8655,For the last decade the climate has been cooling.,0
8656,Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,1
8657,"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",0
8658,"Says $57,000 is the mean [income] in our state for a family.",0
8659,"Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.",0
8660,"Today in America, we have more people in jail than any other country on Earth.",1
8661,The Muslim Brotherhood has openly stated they want to declare war on Israel.,0
8662,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",1
8663,"Elena Kagan ""violated the law of the United States at various points"" with her opposition to military recruiters.",0
8664,"Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.",1
8665,"""Already we've identified $2 trillion in deficit reductions over the next decade.""",0
8666,Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent.,0
8667,The presence of gorillas calls into question the concept of evolution.,0
8668,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.",1
8669,"The U.S. has 5 percent of the worlds population, 25 percent of the worlds known prison population.",1
8670,There have been at least four incidents where bullets from Mexico have crossed the border.,1
8671,On oil drilling,1
8672,Today President Obama said there will NOT be a National Day of Prayer in May.,0
8673,"""We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).""",0
8674,"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.",1
8675,Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate faulty advice.,0
8676,"Says John Raese said he wants 1,000 laser systems put in the sky, and we need it right now.",1
8677,"The Islamic State, or ISIS, was cast off by al-Qaida because it was considered too extreme.",1
8678,"The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a Koch brothers affiliated group.",0
8679,"The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.",1
8680,"Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.",1
8681,"For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.",1
8682,"""The governor switched his position once again on offshore oil drilling.""",1
8683,The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy.,1
8684,Says Barack Obama is a socialist.,0
8685,"Under a new law regulating abortions, Even if youre raped, if you dont report it in the first 30 days, the Republicans will force you to have an ultrasound.",1
8686,Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research.,0
8687,"In my attorney generals office, weve cut the budget 18 percent.",1
8688,"In North Carolina, now were near the national average for unemployment.",1
8689,Obamacare includes a $700 billion cut from Medicare for seniors.,1
8690,The rate of U.S. female homicide victimsoutnumbers 24 other developed countries by more than 2 to 1.,1
8691,Austin Energy is considering its first rate increase since 1994.,1
8692,Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations.,1
8693,Wendy Davis is threatening to raise taxes up to $35 billion.,0
8694,Alex Sink used a taxpayer-funded plane so she could get to a vacation in the Bahamas.,1
8695,Roy Blunt voted to raise his own pay 12 times while in Congress.,0
8696,"Mitt Romney wants ""to set a date for withdrawal"" from Iraq.",0
8697,Says Donald Trump claimed our armed forces are a disaster.,1
8698,"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",1
8699,"In fighting collective bargaining changes, Democrats are trying to protect a system that pays unionized government workers 42 percent more than non-union workers.",0
8700,Under Gov. Romneys definition ... Donald Trump is a small business.,0
8701,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,1
8702,"In Liberia, a girl is more likely to be married by 18 than to know how to read.",0
8703,"""Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.""",1
8704,It would be illegal for the Fulton County Commission to raise the county tax rate.,1
8705,SaidPresident Barack Obama said he was going to stop (signature strikes).,0
8706,Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history.,1
8707,An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state.,1
8708,"In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.",1
8709,Donna Campbell has called for ending all federal funding for education,1
8710,"""Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.""",1
8711,One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,0
8712,"Says the United States has treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.",0
8713,"""Social Security ... is solid through about 2040 without any changes whatsoever.""",1
8714,"Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.",1
8715,Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare.,1
8716,"Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",1
8717,"We have a fire marshal that said, Oh we cant allow more people ... And the reason they wont let them in is because they dont know what the hell theyre doing.",0
8718,We have been teaching these (Common Core) standards in Florida schools since 2010.,0
8719,Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale.,1
8720,Says crime statistics show blacks kill 81 percent of white homicide victims.,0
8721,"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",0
8722,On oil drilling off Virginias coast.,0
8723,Says Texas has the 15th largest economy in the world.,1
8724,"When Congress voted to condemn Iran for sentencing a Christian pastor to death, (U.S. Rep. Lois) Capps was the only member who voted no.",0
8725,"""As mayor, every year I was in office I did reduce taxes.""",1
8726,Says Mark Hass raised your taxes by $1 billion in a single day.,1
8727,Six institutions in our country now control two thirds of the capital.,0
8728,Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.,1
8729,State pension fund staffers lost billions. Then Sink gave them bonuses.,0
8730,The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test.,0
8731,Most of the newspapers that endorsed Alex Sink also endorsed Barack Obama.,1
8732,Were worse than a Third World country in terms of water quality and the way we treat our sewage.,1
8733,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",1
8734,Says President Barack Obama wants to raise the lowest (income) tax rate from 10 to 15 percent.,0
8735,Says Scott Walker eliminated his own office of economic development in the middle of this recession.,1
8736,Says Schaufler was the only Democrat who voted to stop the states health care reform plan.,0
8737,Typical minimum wage earners in America are teenagers living with their parents in middle class families.,0
8738,All travelers -- even babies -- arriving in the U.S. by air must have a passport.,1
8739,Says she is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.,1
8740,"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].",1
8741,"Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.",0
8742,"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",1
8743,"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.",1
8744,"""On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.""",1
8745,"Federal law for Obamacare navigators does not bar or even require screening for convicted felons, including individuals convicted of identity theft or fraud.",1
8746,Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families.,1
8747,[T]his breed (of pit bulls) is most often associated with aggressive behavior.,1
8748,Says Marco Rubio would take away a womans right to choose for victims of rape or incest.,1
8749,DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments.,1
8750,Says President Barack Obamas parents were communists.,0
8751,Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,1
8752,None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.,0
8753,(Rep. Bob Goodlattes) balanced budgetamendment does not require a balanced budget.,0
8754,It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,1
8755,"A school uniform policy helps with school safety, helps with truancy.",1
8756,"Says constitutional amendment would help to stop unfair, double taxation on real estate.",1
8757,"John McCain accused Barack Obama ""of letting infants die.""",0
8758,Sherrod Brown voted six times to raise his own pay.,0
8759,The size of our federal government has more than doubled since the year 2000.,0
8760,"The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.",0
8761,The changes to Georgias tax and fee structure is an overall tax cut.,1
8762,"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",0
