,text,Type
1521,"U.S. Senate confirms Heath Tarbert to be an assistant Treasury secretary. WASHINGTON (Reuters) - The U.S. Senate voted on Wednesday to confirm Heath Tarbert to be an assistant secretary of the Treasury. Tarbert is expected to oversee the inter-agency Committee on Foreign Investment in the United States, which assesses proposed transactions to ensure they do not harm national security.  Tarbert, now at the law firm Allen & Overy LLP, takes the reins of CFIUS at a time when the inter-agency panel has balked at approving deals involving China in areas as disparate as semiconductors, insurance and aluminum. ",1
7226," The American Museum of Women’s History would close a gap in the U.S. capital, which has museums devoted to everything from space and spies to stamps and black history . The panel recommended three sites for a women's museum on or around the National Mall . The museum would become part of the Smithsonian Institution, the world's biggest museum complex .",1
1157," Senate Republicans appear to have votes to pave way to tax reform . Budget resolution requires approval from at least 50 lawmakers in 100-seat chamber, with Vice President Mike Pence able to cast a tie-breaking vote . Republicans control the Senate by only a 52-48 margin, and with Democrats largely opposed to Trump’s plan to deliver $6 trillion in tax cuts .",1
19002," Alleged Islamic State recruiter goes on trial in Germany . Four alleged members of Islamist network he had set up also stand trial . The main suspect, known by the nickname Abu Walaa, is accused of recruiting fighters for Islamic State . Two recruits are believed to have killed more than 150 Iraqi soldiers in suicide bombings .",1
19121,"Germany's FDP sees common ground with Greens on education, digitization. BERLIN (Reuters) - Germany s liberal Free Democrats (FDP) see some common ground with the Greens on areas including education and digitization, party leader Christian Lindner said on Monday.  There are commonalities with the Greens on the question of education reform, on questions of civil rights and certainly also on the question of the expansion of fiber optic networks, for which we need to provide more funding,  he told journalists the day after Germany s national election. The FDP has set the stage for tough coalition talks with Chancellor Angela Merkel s conservatives and the Greens, saying they would not agree to a deal that did not promise a change in the German government s direction. ",1
19401,GIVE ‘EM HELL JESSE: Shouldn’t you Democrats start focusing on winning instead of whining? [Video]. https://www.youtube.com/watch?v=wYdX071Nlow,0
20924," Key U.S. senator says time not right for new North Korea legislation . Senator Bob Corker: ""I don t think rushing out right now legislatively is probably the place we need to be"" Some lawmakers have been pushing for legislation to impose secondary sanctions targeting banks that do business with North Korea . Senior officials from President Donald Trump s administrations to hold classified briefings on Wednesday .",1
3482,"EU could respond to 'market distortions' if U.S. quits climate pact: Schulz. BERLIN (Reuters) - If President Donald Trump quits the Paris Climate Agreement, U.S. producers will gain a competitive advantage over their European rivals, creating market distortions to which the EU will have to respond, German Chancellor candidate Martin Schulz said. “If Mr Trump wants to leave the climate pact, then we must talk openly about trade relations and market distortions,” Schulz said, suggesting that backsliding on environmental standards could harm the U.S.’s access to the world’s largest market. Schulz is the centre-left Social Democratic party’s candidate to oust conservative Chancellor Angela Merkel in a September election. His party is currently running second in polls behind Merkel’s conservative bloc. ",1
11286,TERRORISM EXPERT SEBASTIAN GORKA On What Next After London Terror Attack [Video]. https://www.youtube.com/watch?v=-7Tn4gi_Os8,0
11421,"Saudi Arabia says Shi'ite judge killed by kidnappers. RIYADH (Reuters) - A Shi ite Muslim judge abducted in eastern Saudi Arabia a year ago has been killed by his kidnappers, the Saudi state news agency SPA reported on Monday. Sheikh Mohammed al-Jirani disappeared last December from outside his home in the Qatif region, which is home to about one million Shi ite Muslims in the predominantly Sunni Muslim kingdom. SPA said a security officer and one of the kidnappers were killed in a clash on Dec. 19 and a second kidnapper was arrested. It also said the judge s body had been found in the remote farming district of Awamiya but did not say when he had been killed.      Authorities said earlier this year that three men being sought in connection with the abduction were already on a wanted list for their suspected involvement in  terrorist attacks  in eastern Saudi Arabia.  Since 2011 the region has been shaken by frequent, though mostly peaceful, protests by the Shi ite minority. However,  Shi ite militants, angry over what they say is repression of their community, have sometimes attacked Saudi security forces in the oil-producing Eastern Province where Qatif is located. ",1
21204," A group of Boston College students perverted the Christmas carol Walking in a Winter Wonderland to fit its  Twelve Days of BC Racism campaign . The students distributed lyrics to their re-worked carol and attempted to deliver their rendition to the college s board of trustees during a luncheon Friday, Dec. 5 . They were denied permission to address the board directly . At the end of the demonstration, the members read a wish list for the board .",0
20157,"WOW! Sheriff Clarke DESTROYS Lie That Obama Is Helping Black Community With BRUTALLY HONEST Commentary On This Photo-Op. Sheriff Clarke better beef up his security detail after Obama and his Democrat friends sees this truth bomb! Kid, I got everything ready for you, food stamps, failing pubic schools, inescapable poverty, unemployment, crime. pic.twitter.com/Le2KyibUvP  David A. Clarke, Jr. (@SheriffClarke) August 6, 2016",0
1319," Donald Trump’s Bizarre Late-Night Tweet might have Just Broken The Internet (IMAGE) Donald Trump has been extremely active on Twitter since he returned home from his first international trip as the President of the United States . At midnight he unleashed what could only be considered an absolute brain-fart of a tweet: The vague, incomprehensible message looks more like something that would be tweeted after a big night out and it s still unclear what the President was even tweeting about .",0
9307,"WILL OBAMA REGIME Be Held Accountable For Dirty Tactics They Used To Take Down MICHAEL FLYNN?. While we re on the subject of lying to the FBI, when will Hillary Clinton be prosecuted for multiple crimes she committed while acting as our Secretary of State? Former National Security Adviser Michael Flynn admitted Friday to making false statements to the FBI, entering the first guilty plea in Special Counsel Robert Mueller s Russia probe and agreeing to cooperate with investigators.A source close to Flynn said financial and emotional pressure helped lead to the decision to plead guilty, rather than endure a drawn-out court battle.As part of the deal, Flynn already is supplying information about the actions of top Trump transition officials.Though the individuals are not named, court documents show Flynn claiming a very senior member of the Trump transition team directed him to contact foreign governments including Russia over a United Nations vote discussions tied to one of Flynn s false statements.The documents also say Flynn called an unnamed senior transition official in December to ask what to communicate to the Russian ambassador about sanctions. That official and Flynn discussed how they didn t want Russia to escalate the situation,",0
17426," Bodies of five Afghan aid workers working for Save the Children were found on Friday, 39 days after their abduction by the Taliban in the central province of Uruzgan . The children of wealthy families are said to be ransomed back to their families for significant sums that can run into hundreds of thousands of dollars . Islamic State fighters launched suicide attacks against the Baiji oil refinery, Iraq s largest .",0
18036,"Spain's Abertis board to discuss moving head office from Catalonia on Monday: source. MADRID (Reuters) - The board of Spanish infrastructure firm Abertis will meet on Monday to discuss moving its head office out of Catalonia as the region s parliament considers unilaterally declaring independence from Spain, a source familiar with the matter said. Several big Catalan companies have announced plans to move their registered office to other cities in Spain after Catalonia went ahead with an independence referendum last week which was banned by a Spanish court. There was no immediate comment from Abertis, which builds, maintains and operates highways in Spain, France and the Americas. Italy s Atlantia bid 16.3 billion euros ($19 billion) for Abertis in May to create the world s biggest toll road operator. ($1 = 0.8523 euros) ",1
6898, Sarah Palin and Bill Nye have gone toe-to-toe over an upcoming documentary meant to prove climate change is a lie called Climate Hustle . The film is produced by infamous right-wing climate denier Marc Morano and is billed as the long-awaited response to Al Gore s Oscar-winning An Inconvenient Truth . Nye seemingly put the matter to rest with a final Facebook post in which he said he was making that up . The two sides have been trading barbs online ever since .,0
997," U.S. Secretary of State Rex Tillerson spoke with Myanmar's army chief on Thursday . He expressed concern over reported atrocities against Rohingya Muslims in Rakhine state . More than 600,000 Rohingya Muslims have fled Myanmar, mostly to neighboring Bangladesh . State Department considering declaring crackdown on Rohingya Muslims to be ethnic cleansing .",1
3139," R. James Woolsey Jr. resigned Thursday from President-elect Donald Trump s transition team because of growing tensions over Trump s vision for intelligence agencies . Woolsey became increasingly uncomfortable to lend his name and credibility to the transition team without being consulted . Trump has publicly aligned himself with Russia over the U.S., even in his Twitter timeline .",0
3688, U.S. official backs Trump version on Comey firing timing . Deputy Attorney General Rod Rosenstein wrote memo outlining his own concerns . White House officials initially pointed to the memo as a reason for firing the FBI director . Trump said in a subsequent interview that he had been planning to fire Comey before he received the memo .,1
20164," Suicide bomber blows himself up at checkpoint near main cricket stadium in Afghan capital Kabul . Two police and one civilian killed and five people wounded, Interior Ministry spokesman says . Blast took place during a match in Afghanistan s Shpageeza Cricket League, a T20 franchise tournament on the lines of the Indian Premier League and similar 20-over tournaments . Islamic State news agency says a suicide attack was carried out on members of the Afghan security forces .",1
5745," CNN hired Corey Lewandowski as a political commentator for Donald Trump's campaign . Lewandowski was fired from the Trump campaign just days after being offered a $500,000 job by the network . On Thursday, Lewandowski had his very first paid appearance at CNN and it went exactly how you might expect it would be awful .",0
3953,"Putin, Trump agree to work together on Syria, set up meeting: Kremlin. MOSCOW (Reuters) - Russia’s Vladimir Putin and U.S. President Donald Trump agreed in a phone call on Tuesday to try to meet in July and work together to try to strengthen a shaky ceasefire in Syria, the Kremlin said in a statement. The Kremlin, which called the talks between Putin and Trump business-like and constructive, said the two leaders had emphasized coordinating their actions to fight international terrorism. On North Korea, the Kremlin said Putin called for restraint and that the two leaders had agreed to work together to make  diplomatic progress there too. Both men also spoke in favor of organizing a face-to-face meeting around the time of the G20 summit in Hamburg in July, according to the Kremlin statement. ",1
13233," France should know that Iran's missiles are not negotiable: spokesman . Tension between Iran and France increased last month when French President Emmanuel Macron said that Iran should be less aggressive in the region . French official, other officials, who want to speak about Iran s affairs need to pay attention, Bahram Qassemi said .",1
10102,"END OF FOX NEWS MONOPOLY? LIBERAL Murdoch Sons Who Fired Bill O’Reilly and Roger Ailes, Suspended Eric Bolling, Are About To Get Some SERIOUS Competition. The wife of Fox News co-owner James Murdoch, made no secret of her dislike for Steve Bannon back in April of 2017: Enough of President Bannon. President Jarvanka preferable. Kathryn Murdoch (@KathrynAMurdoch) April 5, 2017Are the Murdoch family about to be sorry they ever wished for Steve Bannon to be fired or to resign from his position? According to Axios: Steve Bannon is about to becoe a very big threat to the Murdoch Brothers conservative-leaning network news monopoly.Unshaven and working from home in cargo shorts as he moves into Bannon the Barbarian mode, Steve Bannon is thinking bigger than Breitbart.Axios Jonathan Swan hears Bannon has told friends he sees a massive opening to the right of Fox News, raising the possibility that he s going to start a network.Bannon s friends are speculating about whether it will be a standalone TV network, or online streaming only. Before his death in May, Roger Ailes had sent word to Bannon that he wanted to start a channel together. Bannon loved the idea: He believes Fox is",0
10040,"WATCH: Black Vanderbilt Professor Exposes The REAL RACISTS In “The Inconvenient Truth About The Democrat Party”. Why is the media not asking why Democrats are so hell-bent on vandalizing, protesting and destroying Confederate monuments, when they themselves, are the political party responsible for slavery in America? They so passionately believed in enslaving blacks, that they were willing to send their fathers and sons to war to ensure that blacks would remain slaves in the South.Americans need to ask themselves why the media never mentions  that the Democrats are the party responsible for slavery when they make them out to be some sort of heroes for attempting to whitewash (pun intended) an important part of our American history. In the video below, Vanderbilt professor Carol Swain brilliantly lays out the truth about the Democrat Party and how they have fought for decades to keep blacks down in America.",0
1855,"Mnuchin expects US tax bill to be in congressional committees later this month. ABOARD AIR FORCE ONE (Reuters) - U.S. Treasury Secretary Steven Mnuchin said on Wednesday he expects President Donald Trump’s tax plan to be considered by congressional committees later this month. “We have a plan. The plan’s being socialized with members,” Mnuchin told reporters on Air Force One after Trump touted tax reform in a speech in North Dakota. “Our expectation is it will be in the committees later this month,” Mnuchin said. ",1
3899," MSNBC host Tamron Hall choked up and coughed when she tried to deliver the news about Rudy Giuliani . Hall tried to move on and talk about Newt Gingrinch being chosen as Secretary of State . She recovered quickly, perhaps putting the shock and disgust of Giuliani s new position on the back burner for now .",0
10497,"MSNBC “Equal Rights” Lawyer: Trump Women “Have Smaller Minds than his Small Hands” [Video]. Tamara Holder was a guest on Joy Reid s MSNBC show this morning and mocked the women in President Trump s life. Ironically, Holder was billed as an  equal rights attorney and advocate . Here she is mocking the women in Donald Trump s life BUT she claims to be an advocate for  equal rights .Holder was peeved that women surrounding Trump had failed to condemn him over his tweets directed at Mika Brzezinski and Joe Scarborough: I think the women in Donald Trump s life probably have smaller minds than his small hands . . . he has continued to surround himself, Donald Trump, with very, very, weak-minded women, who are afraid of him. Holder had mentioned Sarah Huckabee Sanders, Kellyanne Conway, and First Lady Melania Trump in her earlier comments.Small minds? Weak-minded? Afraid? Holder s comments are laughable at best but only prove the nastiness and double standard of the left. Has Tamara Holder ever been in a toe-to-toe conversation or debate with any of these women? Nope!We would love, love, love to see Holder go toe-to-toe with any of these strong women!",0
10779,"Prominent South Carolina congressman to endorse Hillary Clinton: NBC News. WASHINGTON (Reuters) - U.S. Representative Jim Clyburn of South Carolina, the No. 3 Democrat in the House and a prominent African-American leader, will endorse Democratic presidential candidate Hillary Clinton on Friday, NBC News reported on Thursday. The endorsement comes ahead of the Feb. 27 Democratic primary in South Carolina, where more than half of the voters are expected to be African-Americans.  (Reporting by Eric Beech; Editing by Eric Walsh) This article was funded in part by SAP. It was independently created by the Reuters editorial staff. SAP had no editorial involvement in its creation or production.",1
4413," Kellyanne Conway threw her boss under the bus in trying to deny this ever happened instead . Trump Hotels & Casinos spent $68,000 in Cuba violating the Cuban embargo . Conway either doesn't know what all the embargo banned, or she has no idea how to stick to her defense of her lord and savior .",0
12963," France's Macron regrets U.S. President Donald Trump's 'unilateral' Jerusalem decision . French President Emmanuel Macron calls for calm across the region . France and Europe are attached to a two-state solution - Israel and Palestine, he says . The status of Jerusalem must be determined by Israelis and Palestinians in the framework of negotiations, Macron says .",1
12575, Former Saudi intelligence chief Prince Turki al-Faisal has criticized U.S. President Donald Trump s recognition of Jerusalem as Israel s capital . He calls the move a domestic political ploy which would stoke violence . The move is one of the sharpest reactions emanating from the U-S.-allied kingdom . Saudi Arabia has sought better ties with Washington under Trump than Obama .,1
3909,"Tillerson urges ASEAN to cut North Korea funding, minimize ties. WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson urged Southeast Asian foreign ministers on Thursday to do more to help cut funding streams for North Korea’s nuclear and missile programs and to minimize diplomatic relations with Pyongyang. In his first ministerial meeting with all 10 members of the Association of Southeast Asian Nations (ASEAN), Tillerson also called on nations with competing claims in the South China Sea to cease all island building and militarization while talks aimed at creating a maritime code of conduct were under way. Patrick Murphy, U.S. deputy assistant secretary of state for East Asia, said Tillerson stressed Washington’s security and economic commitment to the region, amid doubts raised by President Donald Trump’s “America First” platform and withdrawal from the Trans Pacific Partnership (TPP) trade pact. Tillerson called on ASEAN countries to fully implement U.N. sanctions on Pyongyang, which is working to develop a nuclear-tipped missile capable of reaching the United States, and to show a united front on the issue, Murphy said. “We think that more can be done, not just in Southeast Asia,” he told reporters. “We are encouraging continued and further steps",1
23043,"Boiler Room #93 – The Outgoing Head of Hydra. Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher and Spore along with Patrick Henningsen host of the Sunday Wire, Andy Nowicki host of The Nameless Podcast, Jay Dyer Jay s Analysis, Stewart Howe and ACR regulars FunkS0ul, InfidelPharaoh & MilesOfTruth for the 93rd episode of BOILER ROOM. Water the kids, put the plants to bed and get your favorite mead horn ready so you can drop deep into the Boiler Room with the ACR brain-trust.Please like and share the program and visit our donate page to get involved!Listen to  Boiler Room #93   The Outgoing Head of Hydra  on Spreaker.Reference Links:",0
3503, Prominent Holocaust Attorney Files MASSIVE Lawsuit; Trump Could Be Impeached (DETAILS). Donald Trump is NOT going to like this at all at all . The FBI played a major role in the 2016 election . A prominent Holocaust attorney who specializes in recovering artwork stolen by the Nazis has filed a lawsuit against the FBI .,0
2396,"Trump studying executive action on healthcare, senator Rand Paul says. WASHINGTON (Reuters) - U.S. Senator Rand Paul said he spoke to President Donald Trump by phone about healthcare reform on Monday and told the president he thought Trump had the authority to create associations that would allow organizations to offer group health insurance plans. Paul, a Republican, told reporters that Trump was considering taking some form of executive action to address problems with the healthcare system after the Senate failed last week to pass a measure to reform the system. Allowing groups like AARP, which represents retirees, to form health associations could enable individuals and small businesses to form larger groups to negotiate with health insurance companies for lower rates. ",1
21355," California school district bans all drawings of religious figures after parent complained about class assignment . Muslims are forbidden from drawing Muhammad, and threats from Islamic terrorist groups have largely ended the practice among non-Muslims as well . The task was part of a 7th-grade history worksheet, Vocabulary Pictures: The Rise of Islam .",0
11777,"UK's May to visit China around Jan. 31: Sky News. (Reuters) - British Prime Minister Theresa May will visit China around the end of January to promote her vision of a  global Britain  whose economy is strongly placed to succeed after Brexit, Sky News reported on Wednesday. May s office has pencilled in a trip on or around Jan. 31. She will be accompanied by a delegation of business leaders drawn from across the UK economy, Sky reported, citing insiders.  China is one of the countries with which Britain hopes to sign a free trade pact once it leaves the EU. Plans for the trip have not been finalised and remain subject to change, Sky added. ",1
13681," U.S.-backed Global Entrepreneurship Summit kicks off in Hyderabad, India . Ivanka Trump calls for better opportunities for women entrepreneurs battling odds around the world . She says closing the gender entrepreneurship gap could help expand global GDP by 2 percent . More than half the participants at the summit are women, and all-female delegations are representing countries such as Afghanistan, Israel and Saudi Arabia .",1
21332," Heron Creek Middle School scheduled a trip to Black Violin, a performance by black musicians . Administrators were caught segregating students based on race . They said it was for blacks to be motivated to improve their grades . After the backlash, administrators decided to allow all students to attend . They re now trying to raise $3,500 to purchase 500 tickets to more students .",0
18014," Kid Rock will open the all-new Little Caesars Arena on Tuesday, Sept. 12, but a group is planning a rally outside of the arena ahead of his concert . Kid Rock has previously used the Confederate Flag at his concerts, and in 2015, the National Action Network asked General Motors to stop sponsoring his tour over the use of the flag .",0
17640," Italy's lower house of parliament approves a new electoral law for use in the next national election . The new proposal is called the Rosatellum, named after Ettore Rosato, the parliamentary party leader of the ruling Democratic Party . The bill envisages that 36 percent of parliamentarians in both the upper and lower houses will be elected on a first-past-the-post basis .",1
11866,"Factbox: International reaction to arrest of Reuters reporters in Myanmar. (Reuters) - Several countries, the United Nations and journalist groups are demanding the release of Reuters reporters Wa Lone and Kyaw Soe Oo from detention in Myanmar. The reporters were arrested on Dec. 12 after being invited to meet police officials on the outskirts of Yangon. They had worked on stories about a military crackdown in Rakhine state, scene of around 650,000 Rohingya Muslims fleeing to Bangladesh since late August. Myanmar s Ministry of Information has said the reporters illegally acquired information with the intention to share it with foreign media, and released a photo of them in handcuffs. It said the reporters and two policemen faced charges under the British colonial-era Official Secrets Act, which carries a maximum prison sentence of 14 years, though officials said they have not been charged. Their exact whereabouts are not known. We and their families continue to be denied access to them or to the most basic information about their well-being and whereabouts, Reuters President and Editor-In-Chief Stephen J. Adler said in a statement calling for their immediate release. Wa Lone and Kyaw Soe Oo are journalists who perform a crucial role",1
12861, Foreign Secretary Boris Johnson criticizes Muslim Brotherhood and its associates for criticism . Johnson calls for a renewed diplomatic push in the Middle East to tackle Islamic extremism . He says blaming Western intervention for the rise of Islamist extremism played into the jihadi narrative . The Muslim Brotherhood in Egypt was designated as a terrorist organization in 2013 .,1
18424," President Donald Trump nominated Kenneth Juster as U.S. ambassador to India on Sept. 1 . Juster, an economic adviser in his administration, also served as under secretary of Commerce under George W. Bush . Trump has called for reform of the H1B visa system that has benefited Indian tech firms . Democrats on the Senate Foreign Relations Committee expressed strong support for posting him to New Delhi .",1
6135,"EU should seek new deal with U.S., PM Orban says. BUDAPEST (Reuters) - The European Union should seek a new deal with the United States as the free trade agreement has failed, Hungarian Prime Minister Viktor Orban said on Monday. Orban also told an economic conference that Europe should let go of the “illusion of federalism.”  He said seeking new agreements would be a milestone on Europe’s path to improved competitiveness. ",1
2502,"U.S. lawmaker wounded in June shooting discharged from hospital. WASHINGTON (Reuters) - U.S. Congressman Steve Scalise, the No. 3 Republican leader in the House of Representatives who was shot and wounded last month, has been discharged from a hospital, the medical center said on Wednesday. The Louisiana lawmaker has made “excellent progress” in his recovery and is beginning a period of intensive rehabilitation after being released from MedStar Washington Hospital Center on Tuesday, MedStar said in a statement. “He is in good spirits and is looking forward to his return to work once he completes rehabilitation,” the statement said. It did not say how long Scalise was expected to be in rehabilitation before returning to work. Scalise was among Republican lawmakers attacked June 14 in the Washington suburb of Alexandria, Virginia, by a gunman who  opened fire on them while they were practicing for a charity baseball game against Democrats. Scalise, 51, was shot in the hip. He underwent surgery this month to treat an infection related to his wound. The gunman, James Hodgkinson, 66, had a history of posting angry messages against Republican President Donald Trump. He died after being wounded during a shootout with police at the ballpark. ",1
19827,"FLASHBACK: Hillary And Raunchy Actress Discuss Desire To See Rock Star’s Penis: “I’ll look for that” [Video]. Dunham interviewed Clinton in 2015 and the topic of Kravitz s  wardrobe malfunction  during a Stockholm concert, viewable here, came up. Did you see the footage when his pants split?  Dunham asked Clinton. No, I missed that,  she replied. I mean, his stuff fell out of his pants,  Dunham said. Yeah, you think I could get that,  Clinton said, with Dunham adding,  You can get that on YouTube. It s on YouTube? Good, I ll look for that,  Clinton said.If Donald Trump had said something similar on camera, wouldn t it be considered  locker room talk,  if not more? ",0
2642," Ryan says U.S. tax reform consensus nears, does not mention border tax, or BAT, which has been his main policy . Republicans in the House of Representatives had billed the BAT as a more effective way to pay for tax cuts than closing loopholes . Ryan said cutting the corporate tax rate from a current 35 percent rate to a 20 percent corporate rate is “very realistic”",1
22798,"(VIDEO) For the Love of Winston Smith, “Let The Truth Be Told”. Undoubtedly, we are living in an age of universal deceit, where government and corporations are colluding to bury the truth, and promote only state-sanctioned narratives. The party told you to reject the evidence of your eyes and ears. It was their final, most essential command. His heart sank as he thought of the enormous power arrayed against him, the ease with which any Party intellectual would overthrow him in debate, the subtle arguments which he would not be able to understand, much less answer. And yet he was in the right! They were wrong and he was right.     George Orwell describing the plight of Winston Smith in the literary classic, 1984.YouTube artist Rebekah Johnson says,  Propaganda puppets are lying to the public and suppressing the truth to further their agenda. Listen to her song and watch her video here:. READ MORE PROPAGANDA NEWS AT: 21st Century Wire Propaganda FilesSUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @ 21WIRE.TV",0
14353," North Korean women suffer discrimination, rape, malnutrition: U.N. human rights panel says . North Korea says it is working to uphold women's rights but sanctions are taking a toll on vulnerable mothers and children . Domestic violence is prevalent and there is  limited awareness about the issue and a lack of legal services .",1
10375," Susan Rice will not testify before a House committee probing allegations she unmasked President Trump associates in Russian meddling probes . GOP Rep. Jim Jordan last week told Fox News that he wants Rice to answer the basic question:  Did you unmask the names and if so why? Rice has denied that she did anything inappropriate, saying she was authorized as Obama s national security adviser to seek the identities of people whose names were redacted from intelligence reports . Sen. Rand Paul (R-KY) told Obama sycophant and Trump-hater Mika Brzezinski that Susan Rice abused the system and she did it for political purposes .",0
19621,"Suu Kyi silence on Myanmar ethnic cleansing charge draws cool response. NAYPYITAW, Myanmar/UNITED NATIONS (Reuters) - Myanmar leader Aung San Suu Kyi on Tuesday condemned rights abuses in Rakhine state and said violators would be punished, but she did not address U.N. accusations of ethnic cleansing, drawing cool international responses and calls for action to help minority Muslims. Suu Kyi made the remarks in her first address to the nation since attacks by Rohingya Muslim insurgents on Aug. 25 led to a military response that has forced 421,000 Rohingya Muslims, more than half of them children, into neighboring Bangladesh. Western diplomats and aid officials, hoping for an unequivocal condemnation of violence and hate speech, welcomed the tone of the Nobel Peace laureate s message, but some doubted if she had done enough to deflect global criticism. Long feted in the West as a champion of democracy in the Buddhist-majority country during years of military rule and house arrest, Suu Kyi has faced growing criticism for saying little about abuses faced by the Rohingya. We condemn all human rights violations and unlawful violence. We are committed to the restoration of peace and stability and rule of law throughout the state,",1
22231," Uber, Google, Twitter, Netflix and Other Tech Giants File ‘Unlawful’ Immigration Retort Against Trump . A group of top Silicon Valley tech companies have filed a rare legal brief stating Trump Administration s Executive Order on immigration is discriminatory and departs dramatically from the principles that have governed our immigration law for decades .",0
11888," John Lewis, Jerry Nadler, Barbara Lee, Katherine Clark and Katherine Clark are among those boycotting the inauguration of President-elect Trump . Lewis and Barbara Lee also boycotted George W. Bush's inauguration in 2001 to make a point about the legitimacy of the Bush presidency . Lewis, Nadler and other Democrats also skipped Bush's inaugural in 2001, but this is also part of a pattern .",0
14286, U.N. urges Sudan to improve plight of Darfur's displaced people . Conflict in Darfur began in 2003 when mainly non-Arab tribes took up arms against Sudan s Arab-led government . Progress on resolving the conflict was a key demand made by the United States before it lifted 20-year sanctions last month .,1
1022,"Trump to issue emergency declaration next week on opioids. WASHINGTON (Reuters) - U.S. President Donald Trump said on Wednesday he would declare next week a national emergency on opioid abuse, a move that could give states access to federal funds to fight the drug crisis. The United States is battling a surge in opioid-related deaths, including 33,000 lives lost in 2015, more than any year on record, according to federal data.  “The opioid is a tremendous emergency,” Trump told Fox Business Network. “Next week, I’m going to (be) declaring an emergency, (a) national emergency on drugs.” Trump is expected to provide a preview of his plans for tackling drug demand and the opioid crisis in remarks on Thursday. Trump said in August that he would declare opioid abuse a national emergency.  Opioids, primarily prescription painkillers, heroin and fentanyl - a drug 50 to 100 times more powerful than morphine - are fueling the drug overdoses.  The declaration by Trump could help unlock more support and resources to address the drug overdose epidemic, such as additional funding and expanded access to various forms of treatment, and it gives the government more flexibility in waiving rules and restrictions to expedite action. ",1
12815,"Britain says Brexit talks ongoing after calls with Irish and EU's Juncker. LONDON (Reuters) - Britain said on Thursday that talks about moving the Brexit process forward were  ongoing  after Prime Minister Theresa May spoke to Irish Prime Minister Leo Varadkar and European Commission President Jean-Claude Juncker.  The Prime Minister has this evening spoken with Taoiseach Leo Varadkar and European Commission President Jean-Claude Juncker in separate telephone calls,  a spokesman for May said.  Discussions about taking forward the Brexit process are ongoing,  he said. ",1
4155, Germany's Schaeuble presses ECB to unwind loose monetary policy . He said the ultra-loose monetary policies in place in many areas of the world were not helpful . Three ECB policymakers said on Wednesday that prospects for the euro zone economy had improved . Investors are on tenterhooks before Sunday’s first round vote in France .,1
4316," Neil Gorsuch sworn in at White House ceremony . President Donald Trump's pick Neil Gorsuch is poised to make an instant impact on a court once again dominated by conservatives . With five conservative justices and four liberals, the court has a majority that could be pivotal in deciding a range of issues including abortion, gun control, the death penalty .",1
19735, Angela Merkel pays tribute to Wolfgang Schaeuble's 45 years as a member of parliament . Pro-business Free Democrats (FDP) make a play for his ministry in exchange for joining the next coalition . FDP is still haunted by its decision not to take the finance ministry in 2009 at the start of Merkel s second term . The far-right Alternative for Germany beefed up its anti-immigration rhetoric .,1
251," Mike Pence's photo op with Puerto Rico survivors of Hurricane Maria just went horribly wrong . Everlinda Burgos, a survivor of the recent hurricane, pointed out that the Trump administration isn't doing nearly enough . Burgos also brought up Trump s disgusting, insensitive comment that Puerto Rico officials should be very proud that only 16 people had died .",0
1181," The White House s current budget proposals put support for the poor, sick, and elderly on the chopping block in favor of tax breaks for the wealthy . Besides being economically unjust, wouldn't these slashes in services be against the Christian obligation to charity? The huge budget cuts are part of the religious right keeping up their understanding of a biblical worldview .",0
17317, South Sudan opposition groups meet in Kenya to 'harmonize voices' First such meeting since start of their country s civil war nearly four years ago . South Sudan's civil war has plunged parts of the world s youngest nation into famine and forced a third of the population to flee their homes . A Western-backed peace deal between Kiir and his former deputy Riek Machar collapsed last year .,1
5841, The order is expected to commission several different reviews of the government’s cyber capabilities . The move follows a presidential campaign that was dominated by running storylines related to cyber security . It follows the hacking and subsequent leaking of Democratic emails as part of what U.S. intelligence agencies determined was a wide-ranging influence operation to help Trump win the White House .,1
17553," Philadelphia is one step closer to getting rid of bulletproof glass in many of its small businesses as part of a larger effort to crack down on loitering, public urination, and potential drug sales . The city s Public Health and Human Services Committee passed a bill Monday enabling Philadelphia s Department of Licenses and Inspections to regulate the bullet-resistant barricades .",0
20413," Gersh Kuntzman of the New York Daily News has been roundly mocked since the publishing of an article headlined  What is it like to fire an AR-15? It s horrifying, menacing and very very loud. For at least an hour after firing the gun just a few times, I was anxious and irritable. The smell of sulfur and destruction made me sick,  he said. The explosions   loud like a bomb  gave me a temporary case of PTSD. I regret the inarticulate use of the term to describe my in-the-moment impression of the gun s firepower, and apologize for it .",0
